年月日,営業日|店休日,家賃,固定人件費,損害保険,備品・消耗品仕入費,雑費・小口精算費,電気代,ガス代,水道代,通信費,広告宣伝費,クレジットカード手数料,食材仕入れ費,ドリンク仕入れ費,アルバイト人件費
2024-01-01,0,7096,9032,354,580,387,1088,722,290,258,564,891,0,0,0
2024-01-02,0,7096,9032,354,580,387,1088,722,290,258,564,891,0,0,0
2024-01-03,0,7096,9032,354,580,387,1088,722,290,258,564,891,0,0,0
2024-01-04,0,7096,9032,354,580,387,1088,722,290,258,564,891,0,0,0
2024-01-05,0,7096,9032,354,580,387,1088,722,290,258,564,891,0,0,0
2024-01-06,0,7096,9032,354,580,387,1088,722,290,258,564,891,0,0,0
2024-01-07,0,7096,9032,354,580,387,1088,722,290,258,564,891,0,0,0
2024-01-08,1,7096,9032,354,580,387,1088,722,290,258,564,891,10530,13580,11080
2024-01-09,1,7096,9032,354,580,387,1088,722,290,258,564,891,10610,13680,11170
2024-01-10,1,7096,9032,354,580,387,1088,722,290,258,564,891,10690,13780,11250
2024-01-11,1,7096,9032,354,580,387,1088,722,290,258,564,891,9970,12860,10500
2024-01-12,1,7096,9032,354,580,387,1088,722,290,258,564,891,11860,15290,12480
2024-01-13,1,7096,9032,354,580,387,1088,722,290,258,564,891,13370,17250,14080
2024-01-14,0,7096,9032,354,580,387,1088,722,290,258,564,891,0,0,0
2024-01-15,1,7096,9032,354,580,387,1088,722,290,258,564,891,10290,13270,10830
2024-01-16,1,7096,9032,354,580,387,1088,722,290,258,564,891,10370,13370,10920
2024-01-17,1,7096,9032,354,580,387,1088,722,290,258,564,891,10450,13480,11000
2024-01-18,1,7096,9032,354,580,387,1088,722,290,258,564,891,10530,13580,11080
2024-01-19,1,7096,9032,354,580,387,1088,722,290,258,564,891,12520,16140,13180
2024-01-20,1,7096,9032,354,580,387,1088,722,290,258,564,891,14110,18190,14850
2024-01-21,0,7096,9032,354,580,387,1088,722,290,258,564,891,0,0,0
2024-01-22,1,7096,9032,354,580,387,1088,722,290,258,564,891,10050,12960,10580
2024-01-23,1,7096,9032,354,580,387,1088,722,290,258,564,891,10130,13060,10660
2024-01-24,1,7096,9032,354,580,387,1088,722,290,258,564,891,10210,13170,10750
2024-01-25,1,7096,9032,354,580,387,1088,722,290,258,564,891,10290,13270,10830
2024-01-26,1,7096,9032,354,580,387,1088,722,290,258,564,891,12240,15780,12880
2024-01-27,1,7096,9032,354,580,387,1088,722,290,258,564,891,13790,17790,14520
2024-01-28,0,7096,9032,354,580,387,1088,722,290,258,564,891,0,0,0
2024-01-29,1,7096,9032,354,580,387,1088,722,290,258,564,891,10610,13680,11170
2024-01-30,1,7096,9032,354,580,387,1088,722,290,258,564,891,10690,13780,11250
2024-01-31,1,7120,9040,380,600,390,1110,740,300,260,580,900,9970,12860,10500
2024-02-01,1,7586,9724,379,633,434,1163,772,310,275,431,1180,10340,13330,10880
2024-02-02,1,7586,9724,379,633,434,1163,772,310,275,431,1180,12290,15850,12940
2024-02-03,1,7586,9724,379,633,434,1163,772,310,275,431,1180,13860,17880,14590
2024-02-04,0,7586,9724,379,633,434,1163,772,310,275,431,1180,0,0,0
2024-02-05,1,7586,9724,379,633,434,1163,772,310,275,431,1180,10670,13760,11230
2024-02-06,1,7586,9724,379,633,434,1163,772,310,275,431,1180,10750,13860,11320
2024-02-07,1,7586,9724,379,633,434,1163,772,310,275,431,1180,10830,13970,11400
2024-02-08,1,7586,9724,379,633,434,1163,772,310,275,431,1180,10910,14080,11490
2024-02-09,1,7586,9724,379,633,434,1163,772,310,275,431,1180,12980,16740,13660
2024-02-10,1,7586,9724,379,633,434,1163,772,310,275,431,1180,14630,18860,15400
2024-02-11,0,7586,9724,379,633,434,1163,772,310,275,431,1180,0,0,0
2024-02-12,1,7586,9724,379,633,434,1163,772,310,275,431,1180,10420,13430,10970
2024-02-13,1,7586,9724,379,633,434,1163,772,310,275,431,1180,10500,13540,11050
2024-02-14,1,7586,9724,379,633,434,1163,772,310,275,431,1180,10580,13650,11140
2024-02-15,1,7586,9724,379,633,434,1163,772,310,275,431,1180,10670,13760,11230
2024-02-16,1,7586,9724,379,633,434,1163,772,310,275,431,1180,12690,16350,13350
2024-02-17,1,7586,9724,379,633,434,1163,772,310,275,431,1180,14300,18440,15050
2024-02-18,0,7586,9724,379,633,434,1163,772,310,275,431,1180,0,0,0
2024-02-19,1,7586,9724,379,633,434,1163,772,310,275,431,1180,11000,14180,11580
2024-02-20,1,7586,9724,379,633,434,1163,772,310,275,431,1180,11080,14290,11660
2024-02-21,1,7586,9724,379,633,434,1163,772,310,275,431,1180,10340,13330,10880
2024-02-22,1,7586,9724,379,633,434,1163,772,310,275,431,1180,10420,13430,10970
2024-02-23,1,7586,9724,379,633,434,1163,772,310,275,431,1180,12390,15980,13040
2024-02-24,1,7586,9724,379,633,434,1163,772,310,275,431,1180,13970,18020,14710
2024-02-25,0,7586,9724,379,633,434,1163,772,310,275,431,1180,0,0,0
2024-02-26,1,7586,9724,379,633,434,1163,772,310,275,431,1180,10750,13860,11320
2024-02-27,1,7586,9724,379,633,434,1163,772,310,275,431,1180,10830,13970,11400
2024-02-28,1,7586,9724,379,633,434,1163,772,310,275,431,1180,10910,14080,11490
2024-02-29,1,7592,9728,388,636,448,1186,784,320,300,432,1200,11000,14180,11580
2024-03-01,1,7096,9161,354,603,425,806,438,290,258,887,1370,14350,18500,15100
2024-03-02,1,7096,9161,354,603,425,806,438,290,258,887,1370,16180,20860,17030
2024-03-03,0,7096,9161,354,603,425,806,438,290,258,887,1370,0,0,0
2024-03-04,1,7096,9161,354,603,425,806,438,290,258,887,1370,12450,16060,13110
2024-03-05,1,7096,9161,354,603,425,806,438,290,258,887,1370,12550,16180,13210
2024-03-06,1,7096,9161,354,603,425,806,438,290,258,887,1370,12650,16310,13310
2024-03-07,1,7096,9161,354,603,425,806,438,290,258,887,1370,12740,16430,13410
2024-03-08,1,7096,9161,354,603,425,806,438,290,258,887,1370,15150,19540,15950
2024-03-09,1,7096,9161,354,603,425,806,438,290,258,887,1370,17080,22020,17980
2024-03-10,0,7096,9161,354,603,425,806,438,290,258,887,1370,0,0,0
2024-03-11,1,7096,9161,354,603,425,806,438,290,258,887,1370,12160,15680,12800
2024-03-12,1,7096,9161,354,603,425,806,438,290,258,887,1370,12260,15810,12900
2024-03-13,1,7096,9161,354,603,425,806,438,290,258,887,1370,12350,15930,13000
2024-03-14,1,7096,9161,354,603,425,806,438,290,258,887,1370,12450,16060,13110
2024-03-15,1,7096,9161,354,603,425,806,438,290,258,887,1370,14810,19090,15590
2024-03-16,1,7096,9161,354,603,425,806,438,290,258,887,1370,16690,21520,17570
2024-03-17,0,7096,9161,354,603,425,806,438,290,258,887,1370,0,0,0
2024-03-18,1,7096,9161,354,603,425,806,438,290,258,887,1370,12840,16560,13520
2024-03-19,1,7096,9161,354,603,425,806,438,290,258,887,1370,12940,16680,13620
2024-03-20,1,7096,9161,354,603,425,806,438,290,258,887,1370,13040,16810,13720
2024-03-21,1,7096,9161,354,603,425,806,438,290,258,887,1370,12160,15680,12800
2024-03-22,1,7096,9161,354,603,425,806,438,290,258,887,1370,14460,18650,15230
2024-03-23,1,7096,9161,354,603,425,806,438,290,258,887,1370,16310,21030,17170
2024-03-24,0,7096,9161,354,603,425,806,438,290,258,887,1370,0,0,0
2024-03-25,1,7096,9161,354,603,425,806,438,290,258,887,1370,12550,16180,13210
2024-03-26,1,7096,9161,354,603,425,806,438,290,258,887,1370,12650,16310,13310
2024-03-27,1,7096,9161,354,603,425,806,438,290,258,887,1370,12740,16430,13410
2024-03-28,1,7096,9161,354,603,425,806,438,290,258,887,1370,12840,16560,13520
2024-03-29,1,7096,9161,354,603,425,806,438,290,258,887,1370,15270,19690,16070
2024-03-30,1,7096,9161,354,603,425,806,438,290,258,887,1370,17210,22190,18110
2024-03-31,0,7120,9170,380,630,450,820,460,300,260,890,1400,0,0,0
2024-04-01,1,7333,9533,366,636,400,833,453,300,266,750,1421,12400,15990,13060
2024-04-02,1,7333,9533,366,636,400,833,453,300,266,750,1421,12500,16120,13160
2024-04-03,1,7333,9533,366,636,400,833,453,300,266,750,1421,12600,16250,13270
2024-04-04,1,7333,9533,366,636,400,833,453,300,266,750,1421,12700,16380,13370
2024-04-05,1,7333,9533,366,636,400,833,453,300,266,750,1421,15100,19480,15900
2024-04-06,1,7333,9533,366,636,400,833,453,300,266,750,1421,17030,21950,17920
2024-04-07,0,7333,9533,366,636,400,833,453,300,266,750,1421,0,0,0
2024-04-08,1,7333,9533,366,636,400,833,453,300,266,750,1421,13100,16890,13790
2024-04-09,1,7333,9533,366,636,400,833,453,300,266,750,1421,13200,17020,13890
2024-04-10,1,7333,9533,366,636,400,833,453,300,266,750,1421,13300,17150,14000
2024-04-11,1,7333,9533,366,636,400,833,453,300,266,750,1421,12400,15990,13060
2024-04-12,1,7333,9533,366,636,400,833,453,300,266,750,1421,14750,19020,15530
2024-04-13,1,7333,9533,366,636,400,833,453,300,266,750,1421,16630,21450,17510
2024-04-14,0,7333,9533,366,636,400,833,453,300,266,750,1421,0,0,0
2024-04-15,1,7333,9533,366,636,400,833,453,300,266,750,1421,12800,16510,13470
2024-04-16,1,7333,9533,366,636,400,833,453,300,266,750,1421,12900,16630,13580
2024-04-17,1,7333,9533,366,636,400,833,453,300,266,750,1421,13000,16760,13680
2024-04-18,1,7333,9533,366,636,400,833,453,300,266,750,1421,13100,16890,13790
2024-04-19,1,7333,9533,366,636,400,833,453,300,266,750,1421,15570,20080,16390
2024-04-20,1,7333,9533,366,636,400,833,453,300,266,750,1421,17550,22630,18480
2024-04-21,0,7333,9533,366,636,400,833,453,300,266,750,1421,0,0,0
2024-04-22,1,7333,9533,366,636,400,833,453,300,266,750,1421,12500,16120,13160
2024-04-23,1,7333,9533,366,636,400,833,453,300,266,750,1421,12600,16250,13270
2024-04-24,1,7333,9533,366,636,400,833,453,300,266,750,1421,12700,16380,13370
2024-04-25,1,7333,9533,366,636,400,833,453,300,266,750,1421,12800,16510,13470
2024-04-26,1,7333,9533,366,636,400,833,453,300,266,750,1421,15220,19630,16020
2024-04-27,1,7333,9533,366,636,400,833,453,300,266,750,1421,17160,22130,18060
2024-04-28,0,7333,9533,366,636,400,833,453,300,266,750,1421,0,0,0
2024-04-29,1,7333,9533,366,636,400,833,453,300,266,750,1421,13200,17020,13890
2024-04-30,1,7343,9543,386,636,400,843,463,300,286,750,1441,13300,17150,14000
2024-05-01,1,7096,9290,354,627,406,806,438,290,258,967,1458,12650,16310,13310
2024-05-02,1,7096,9290,354,627,406,806,438,290,258,967,1458,12750,16440,13420
2024-05-03,1,7096,9290,354,627,406,806,438,290,258,967,1458,15160,19550,15960
2024-05-04,1,7096,9290,354,627,406,806,438,290,258,967,1458,17090,22040,17990
2024-05-05,0,7096,9290,354,627,406,806,438,290,258,967,1458,0,0,0
2024-05-06,1,7096,9290,354,627,406,806,438,290,258,967,1458,13150,16960,13840
2024-05-07,1,7096,9290,354,627,406,806,438,290,258,967,1458,13250,17090,13950
2024-05-08,1,7096,9290,354,627,406,806,438,290,258,967,1458,13360,17220,14060
2024-05-09,1,7096,9290,354,627,406,806,438,290,258,967,1458,13460,17350,14160
2024-05-10,1,7096,9290,354,627,406,806,438,290,258,967,1458,16000,20630,16840
2024-05-11,1,7096,9290,354,627,406,806,438,290,258,967,1458,16690,21520,17570
2024-05-12,0,7096,9290,354,627,406,806,438,290,258,967,1458,0,0,0
2024-05-13,1,7096,9290,354,627,406,806,438,290,258,967,1458,12850,16570,13520
2024-05-14,1,7096,9290,354,627,406,806,438,290,258,967,1458,12950,16700,13630
2024-05-15,1,7096,9290,354,627,406,806,438,290,258,967,1458,13050,16830,13740
2024-05-16,1,7096,9290,354,627,406,806,438,290,258,967,1458,13150,16960,13840
2024-05-17,1,7096,9290,354,627,406,806,438,290,258,967,1458,15640,20170,16460
2024-05-18,1,7096,9290,354,627,406,806,438,290,258,967,1458,17630,22730,18560
2024-05-19,0,7096,9290,354,627,406,806,438,290,258,967,1458,0,0,0
2024-05-20,1,7096,9290,354,627,406,806,438,290,258,967,1458,13560,17480,14270
2024-05-21,1,7096,9290,354,627,406,806,438,290,258,967,1458,12650,16310,13310
2024-05-22,1,7096,9290,354,627,406,806,438,290,258,967,1458,12750,16440,13420
2024-05-23,1,7096,9290,354,627,406,806,438,290,258,967,1458,12850,16570,13520
2024-05-24,1,7096,9290,354,627,406,806,438,290,258,967,1458,15280,19700,16080
2024-05-25,1,7096,9290,354,627,406,806,438,290,258,967,1458,17230,22220,18130
2024-05-26,0,7096,9290,354,627,406,806,438,290,258,967,1458,0,0,0
2024-05-27,1,7096,9290,354,627,406,806,438,290,258,967,1458,13250,17090,13950
2024-05-28,1,7096,9290,354,627,406,806,438,290,258,967,1458,13360,17220,14060
2024-05-29,1,7096,9290,354,627,406,806,438,290,258,967,1458,13460,17350,14160
2024-05-30,1,7096,9290,354,627,406,806,438,290,258,967,1458,13560,17480,14270
2024-05-31,1,7120,9300,380,630,420,820,460,300,260,990,1460,14920,19240,15710
2024-06-01,1,7333,9666,366,660,440,958,453,360,266,1166,1520,17980,23180,18920
2024-06-02,0,7333,9666,366,660,440,958,453,360,266,1166,1520,0,0,0
2024-06-03,1,7333,9666,366,660,440,958,453,360,266,1166,1520,13840,17840,14560
2024-06-04,1,7333,9666,366,660,440,958,453,360,266,1166,1520,13940,17980,14680
2024-06-05,1,7333,9666,366,660,440,958,453,360,266,1166,1520,14060,18120,14800
2024-06-06,1,7333,9666,366,660,440,958,453,360,266,1166,1520,14160,18260,14910
2024-06-07,1,7333,9666,366,660,440,958,453,360,266,1166,1520,16840,21720,17730
2024-06-08,1,7333,9666,366,660,440,958,453,360,266,1166,1520,18980,24480,19980
2024-06-09,0,7333,9666,366,660,440,958,453,360,266,1166,1520,0,0,0
2024-06-10,1,7333,9666,366,660,440,958,453,360,266,1166,1520,14600,18820,15370
2024-06-11,1,7333,9666,366,660,440,958,453,360,266,1166,1520,13620,17560,14340
2024-06-12,1,7333,9666,366,660,440,958,453,360,266,1166,1520,13730,17700,14450
2024-06-13,1,7333,9666,366,660,440,958,453,360,266,1166,1520,13840,17840,14560
2024-06-14,1,7333,9666,366,660,440,958,453,360,266,1166,1520,16460,21220,17320
2024-06-15,1,7333,9666,366,660,440,958,453,360,266,1166,1520,18550,23920,19530
2024-06-16,0,7333,9666,366,660,440,958,453,360,266,1166,1520,0,0,0
2024-06-17,1,7333,9666,366,660,440,958,453,360,266,1166,1520,14270,18400,15020
2024-06-18,1,7333,9666,366,660,440,958,453,360,266,1166,1520,14380,18540,15140
2024-06-19,1,7333,9666,366,660,440,958,453,360,266,1166,1520,14490,18680,15250
2024-06-20,1,7333,9666,366,660,440,958,453,360,266,1166,1520,14600,18820,15370
2024-06-21,1,7333,9666,366,660,440,958,453,360,266,1166,1520,16070,20720,16920
2024-06-22,1,7333,9666,366,660,440,958,453,360,266,1166,1520,18120,23370,19080
2024-06-23,0,7333,9666,366,660,440,958,453,360,266,1166,1520,0,0,0
2024-06-24,1,7333,9666,366,660,440,958,453,360,266,1166,1520,13940,17980,14680
2024-06-25,1,7333,9666,366,660,440,958,453,360,266,1166,1520,14060,18120,14800
2024-06-26,1,7333,9666,366,660,440,958,453,360,266,1166,1520,14160,18260,14910
2024-06-27,1,7333,9666,366,660,440,958,453,360,266,1166,1520,14270,18400,15020
2024-06-28,1,7333,9666,366,660,440,958,453,360,266,1166,1520,16970,21880,17860
2024-06-29,1,7333,9666,366,660,440,958,453,360,266,1166,1520,19130,24670,20130
2024-06-30,0,7343,9686,386,660,440,968,463,360,286,1186,1520,0,0,0
2024-07-01,1,7096,9419,354,650,387,1169,438,348,258,806,1618,14110,18190,14850
2024-07-02,1,7096,9419,354,650,387,1169,438,348,258,806,1618,14220,18330,14970
2024-07-03,1,7096,9419,354,650,387,1169,438,348,258,806,1618,14330,18480,15080
2024-07-04,1,7096,9419,354,650,387,1169,438,348,258,806,1618,14440,18630,15200
2024-07-05,1,7096,9419,354,650,387,1169,438,348,258,806,1618,17180,22150,18080
2024-07-06,1,7096,9419,354,650,387,1169,438,348,258,806,1618,19360,24970,20380
2024-07-07,0,7096,9419,354,650,387,1169,438,348,258,806,1618,0,0,0
2024-07-08,1,7096,9419,354,650,387,1169,438,348,258,806,1618,14900,19210,15680
2024-07-09,1,7096,9419,354,650,387,1169,438,348,258,806,1618,15010,19350,15800
2024-07-10,1,7096,9419,354,650,387,1169,438,348,258,806,1618,15120,19500,15920
2024-07-11,1,7096,9419,354,650,387,1169,438,348,258,806,1618,14110,18190,14850
2024-07-12,1,7096,9419,354,650,387,1169,438,348,258,806,1618,16780,21640,17660
2024-07-13,1,7096,9419,354,650,387,1169,438,348,258,806,1618,18920,24390,19910
2024-07-14,0,7096,9419,354,650,387,1169,438,348,258,806,1618,0,0,0
2024-07-15,1,7096,9419,354,650,387,1169,438,348,258,806,1618,14560,18770,15320
2024-07-16,1,7096,9419,354,650,387,1169,438,348,258,806,1618,14670,18920,15440
2024-07-17,1,7096,9419,354,650,387,1169,438,348,258,806,1618,14780,19060,15560
2024-07-18,1,7096,9419,354,650,387,1169,438,348,258,806,1618,14900,19210,15680
