日付,費目,金額
2025-01,家賃,0
2025-02,家賃,0
2025-03,家賃,0
2025-04,家賃,0
2025-05,家賃,0
2025-06,家賃,0
2025-07,家賃,0
2025-08,家賃,0
2025-09,家賃,0
2025-10,家賃,0
2025-11,家賃,0
2025-12,家賃,0
2025-01,固定人件費,0
2025-02,固定人件費,0
2025-03,固定人件費,0
2025-04,固定人件費,0
2025-05,固定人件費,0
2025-06,固定人件費,0
2025-07,固定人件費,0
2025-08,固定人件費,0
2025-09,固定人件費,0
2025-10,固定人件費,0
2025-11,固定人件費,0
2025-12,固定人件費,0
2025-01,損害保険,0
2025-02,損害保険,0
2025-03,損害保険,0
2025-04,損害保険,0
2025-05,損害保険,0
2025-06,損害保険,0
2025-07,損害保険,0
2025-08,損害保険,0
2025-09,損害保険,0
2025-10,損害保険,0
2025-11,損害保険,0
2025-12,損害保険,0
2025-01,備品・消耗品仕入費,0
2025-02,備品・消耗品仕入費,0
2025-03,備品・消耗品仕入費,0
2025-04,備品・消耗品仕入費,0
2025-05,備品・消耗品仕入費,0
2025-06,備品・消耗品仕入費,0
2025-07,備品・消耗品仕入費,0
2025-08,備品・消耗品仕入費,0
2025-09,備品・消耗品仕入費,0
2025-10,備品・消耗品仕入費,0
2025-11,備品・消耗品仕入費,0
2025-12,備品・消耗品仕入費,0
2025-01,雑費・小口精算費,0
2025-02,雑費・小口精算費,0
2025-03,雑費・小口精算費,0
2025-04,雑費・小口精算費,0
2025-05,雑費・小口精算費,0
2025-06,雑費・小口精算費,0
2025-07,雑費・小口精算費,0
2025-08,雑費・小口精算費,0
2025-09,雑費・小口精算費,0
2025-10,雑費・小口精算費,0
2025-11,雑費・小口精算費,0
2025-12,雑費・小口精算費,0
2025-01,電気代,0
2025-02,電気代,0
2025-03,電気代,0
2025-04,電気代,0
2025-05,電気代,0
2025-06,電気代,0
2025-07,電気代,0
2025-08,電気代,0
2025-09,電気代,0
2025-10,電気代,0
2025-11,電気代,0
2025-12,電気代,0
2025-01,ガス代,0
2025-02,ガス代,0
2025-03,ガス代,0
2025-04,ガス代,0
2025-05,ガス代,0
2025-06,ガス代,0
2025-07,ガス代,0
2025-08,ガス代,0
2025-09,ガス代,0
2025-10,ガス代,0
2025-11,ガス代,0
2025-12,ガス代,0
2025-01,水道代,0
2025-02,水道代,0
2025-03,水道代,0
2025-04,水道代,0
2025-05,水道代,0
2025-06,水道代,0
2025-07,水道代,0
2025-08,水道代,0
2025-09,水道代,0
2025-10,水道代,0
2025-11,水道代,0
2025-12,水道代,0
2025-01,通信費,0
2025-02,通信費,0
2025-03,通信費,0
2025-04,通信費,0
2025-05,通信費,0
2025-06,通信費,0
2025-07,通信費,0
2025-08,通信費,0
2025-09,通信費,0
2025-10,通信費,0
2025-11,通信費,0
2025-12,通信費,0
2025-01,広告宣伝費,0
2025-02,広告宣伝費,0
2025-03,広告宣伝費,0
2025-04,広告宣伝費,0
2025-05,広告宣伝費,0
2025-06,広告宣伝費,0
2025-07,広告宣伝費,0
2025-08,広告宣伝費,0
2025-09,広告宣伝費,0
2025-10,広告宣伝費,0
2025-11,広告宣伝費,0
2025-12,広告宣伝費,0
2025-01,クレジットカード手数料,0
2025-02,クレジットカード手数料,0
2025-03,クレジットカード手数料,0
2025-04,クレジットカード手数料,0
2025-05,クレジットカード手数料,0
2025-06,クレジットカード手数料,0
2025-07,クレジットカード手数料,0
2025-08,クレジットカード手数料,0
2025-09,クレジットカード手数料,0
2025-10,クレジットカード手数料,0
2025-11,クレジットカード手数料,0
2025-12,クレジットカード手数料,0
2025-01-01,食材仕入れ費,0
2025-01-01,ドリンク仕入れ費,0
2025-01-01,アルバイト人件費,0
2025-01-02,食材仕入れ費,0
2025-01-02,ドリンク仕入れ費,0
2025-01-02,アルバイト人件費,0
2025-01-03,食材仕入れ費,0
2025-01-03,ドリンク仕入れ費,0
2025-01-03,アルバイト人件費,0
2025-01-04,食材仕入れ費,0
2025-01-04,ドリンク仕入れ費,0
2025-01-04,アルバイト人件費,0
2025-01-05,食材仕入れ費,0
2025-01-05,ドリンク仕入れ費,0
2025-01-05,アルバイト人件費,0
2025-01-06,食材仕入れ費,0
2025-01-06,ドリンク仕入れ費,0
2025-01-06,アルバイト人件費,0
2025-01-07,食材仕入れ費,0
2025-01-07,ドリンク仕入れ費,0
2025-01-07,アルバイト人件費,0
2025-01-08,食材仕入れ費,0
2025-01-08,ドリンク仕入れ費,0
2025-01-08,アルバイト人件費,0
2025-01-09,食材仕入れ費,0
2025-01-09,ドリンク仕入れ費,0
2025-01-09,アルバイト人件費,0
2025-01-10,食材仕入れ費,0
2025-01-10,ドリンク仕入れ費,0
2025-01-10,アルバイト人件費,0
2025-01-11,食材仕入れ費,0
2025-01-11,ドリンク仕入れ費,0
2025-01-11,アルバイト人件費,0
2025-01-12,食材仕入れ費,0
2025-01-12,ドリンク仕入れ費,0
2025-01-12,アルバイト人件費,0
2025-01-13,食材仕入れ費,0
2025-01-13,ドリンク仕入れ費,0
2025-01-13,アルバイト人件費,0
2025-01-14,食材仕入れ費,0
2025-01-14,ドリンク仕入れ費,0
2025-01-14,アルバイト人件費,0
2025-01-15,食材仕入れ費,0
2025-01-15,ドリンク仕入れ費,0
2025-01-15,アルバイト人件費,0
